,_id,id_str,content,user_loc,user_screen_name,retweet_count,fav_count,created_at,char_count,sentiment_method,sentiment
365,60009df112bcd091881a4d77,1.34980332107536e+18,"@nearpod and @OshkoshSchools are now partners in creative digital design.  With Nearpod's @CanvasLMS integration, K-12 teachers will be able to create diverse, engaging lessons for all types of learners whether we are virtual, hybrid or face-to-face.","Oshkosh, Wisconsin",MrKohl106,0,0,2021-01-14 19:39:24,250,tools,positive
367,60009fc8ea6b89c2fd8a27a3,1.34980529448282e+18,@SchneiderESS can help K-12 leaders quickly secure &amp; maximize the use of stimulus $$ to enhance remote learning and improve the health of classrooms.  See how: https://t.co/85Zfx5GTMt,"Lakeland, Florida",AndrewApgar3,0,0,2021-01-14 19:47:15,187,tools,positive
370,6000a1cdea6b89c2fd8a27a6,1.34980746417111e+18,"K-12 grade students, we want to celebrate your academic accomplishments! 

Learn how you can be rewarded for your success in the classroom through Student Achievers powered by @AEPenergy 

Learn More: https://t.co/FgRAQpbfHV","Columbus, Ohio",CBJGivesBack,0,0,2021-01-14 19:55:52,224,tools,positive
371,6000a2cbea6b89c2fd8a27a8,1.34980852835411e+18,"In-person attendance will be optional for the Fort Smith School District's K-12 students Friday and Tuesday: 
https://t.co/ZgjSGWxKDA https://t.co/9uFXAElyU8",Northwest Arkansas,nwademgaz,0,0,2021-01-14 20:00:06,157,tools,neutral
373,6000a3ffea6b89c2fd8a27ab,1.34980982308546e+18,"#Arizona Gov @dougducey outlined vision for 2021 in his State of the State address, including: getting K-12 students back in #school, #broadband expansion, more access to #telemedicine, #water innovation, better #roads &amp; bridges. Read transcript &amp; watch https://t.co/3dSJfpSpHL",Denver,westgov,0,0,2021-01-14 20:05:14,285,tools,positive
374,6000a5ceea6b89c2fd8a27af,1.349811765111e+18,"@WR4NYGov @zachary1978 @sooffy @elonmusk Just for my understanding, so you are advocating for a better way, say every family pays their own way for their kids K-12 grade education? Just trying to understand what you are saying as I really like your Tesla YouTube videos.","California, USA",bill_selly,0,0,2021-01-14 20:12:57,270,tools,positive
377,6000a7d7ea6b89c2fd8a27b5,1.34981395054051e+18,I didn’t have a single teacher from k-12 that I couldn’t have learned better from khan academy if it existed,usa,Rand0mGuest2,0,0,2021-01-14 20:21:38,108,tools,positive
378,6000a89eea6b89c2fd8a27b6,1.34981478143644e+18,So excited to kick off HCS work to develop a k-12 systematic approach to grade repair and credit recovery processes. We have amassed a great team of district and school leaders to help us conceptualize this work! https://t.co/DKDLTpdBU2,"Georgia, USA",GoreNatalie,0,0,2021-01-14 20:24:56,236,tools,positive
380,6000a9e3ea6b89c2fd8a27b8,1.34981614748339e+18,"I hope that you align your #StartSmall giving to this goal @Jack, incl. increasing support to K-12 teachers to engage their students in more thoughtful global conversations &amp; collaboration. #globaled #teachSDGs","San Francisco, California",GlobalReady,0,0,2021-01-14 20:30:22,214,tools,positive
384,6000abcdea6b89c2fd8a27bc,1.34981820085955e+18,"Pennyrile Health Department Expects COVID Vaccine For K-12 Staff Next Week; Caldwell Conservation District Announces Essay Winner; VIDEO – Kukahiko Says First Win Confidence Booster for Caldwell

https://t.co/vHGvIOyWrH https://t.co/yiN0G4FISt","Princeton, KY",wpkyonline,0,0,2021-01-14 20:38:32,243,tools,positive
